case_id,source,year,token,concept,url,title,excerpt,availability,label,reviewer_id,blinded
a09f8e635c68d00d02c82f6030a069a7d664ccd5b370c11121e88b19e430ca65,msn.com,2020,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.msn.com/en-gb/news/world/hundreds-of-thai-students-rally-to-demand-school-reform/ar-BB18JwVt,MSN,,insufficient_context,,,False
ade26e55394878b569bcf53d4e088acb64b5307d865ecf0f6e27bea7c61ab156,suntimes.com,2020,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://chicago.suntimes.com/2020/1/22/21063016/mike-fricilone-congress-house-rep-3rd-district-republican-nominee-candidate-2020-general-election,,"Mike Fricilone, 3rd Congressional District Republican nominee.",insufficient_context,,,False
f5a93936a907ebda45a88161b801f443f3978de1ee5538c7e9e8b0c291e2ae04,modernghana.com,2020,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.modernghana.com/news/1027572/fears-for-congolese-nobel-laureate-mukwege-amid.html,,,document_unavailable,,,False
beb9b1e5be0ddf28d6c2b6108c3561d0ea56645766dd9ec23dc0ae2ef47f6c11,wdiy.org,2020,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.wdiy.org/post/review-federal-charges-portland-unrest-show-most-are-misdemeanors,,,document_unavailable,,,False
ac3ecce35a0ccd9483e1907bb0a262ba8fe51099f0bf3c367949a429da1112fe,pantagraph.com,2020,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.pantagraph.com/news/national/asia-today-australian-police-make-arrests-at-rallies/article_0fc51b27-eddc-5c3c-9414-f0f3008e9fc7.html,,,document_unavailable,,,False
fdf4e8e8fd4387f8734c40cffd6936c0ee5fb1897b6fe378d8225ba0880c4eaa,bizpacreview.com,2020,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.bizpacreview.com/2020/09/05/troopers-rip-belligerent-blm-protester-from-vehicle-arrests-defiant-road-blockers-near-seattle-968299,,BLACK LIVES MATTER illegally blocking traffic and protesting on NB-I5 Freeway.,retrieved_context,,,False
17a5865cdaaf04c4d071597771621f625599313f9f23a064fe26670a7d1d5724,classicrock1051.com,2023,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://classicrock1051.com/slayer-all-118-songs-ranked-from-worst-to-best/,,,document_unavailable,,,False
d1b78af3b8889995fe7b108f05a8f8fc7011421a3ff2dd0fe0fa49c4fd78c6bd,marketscreener.com,2023,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.marketscreener.com/quote/stock/URANIUM-ROYALTY-CORP-84821146/news/Uranium-Royalty-Management-Information-Circular-Form-6-K-44774908/,,,document_unavailable,,,False
bffce306de9a2206c4f0edb8f9ed4de87e5df9f354c956c5e5bb2fe76e9e7631,menafn.com,2023,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://menafn.com/1107010760/Cronos-Labs-Launches-100M-Web3-Startup-Accelerator,,,document_unavailable,,,False
71c9cfa69671c466c669db1b6ea821cb995c14eee57265b44ca297b815515b98,india.com,2023,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://zeenews.india.com:443/india/section-144-imposed-in-noida-puja-namaz-banned-at-public-places-2658445.html,,"“At present, peace can be disturbed due to protests by various (political) party workers, Indian farmer organisations and various protesters,"" the statement said.",retrieved_context,,,False
cc98f37af75fe7fc1175388f5939a770fc7938d3f9169e585ee1f4761f0859ce,theoaklandpress.com,2023,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.theoaklandpress.com/2023/09/05/uaws-clash-with-big-3-automakers-shows-off-a-more-confrontational-union-as-strike-deadline-looms/,,,document_unavailable,,,False
5108cfc82f28b504394f4992cd9f6e3568a313579e57df3e2725245f6559911d,edmontonsun.com,2023,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://edmontonsun.com/entertainment/movies/hollywood-strike-stings-warner-bros-profit-outlook-for-year-trimmed-by-500-million,,,document_unavailable,,,False
620f235ee73d370e9f542cf648cea46990651a236dc64ea224855ab7fed1ba0b,mycowichanvalleynow.com,2025,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.mycowichanvalleynow.com/uncategorized/,,,document_unavailable,,,False
c9951a4104d39371a0f2f949d29a1197301a4ceff2de21d5614e2d87509ac60e,island.lk,2025,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://island.lk/left-right-or-forward/,,,document_unavailable,,,False
e6a28be6a9faf1c3fd76e41313504842e221e5b21a476f2c617fbfd5aecee8db,channelstv.com,2025,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.channelstv.com/2025/09/04/tinubu-approves-%E2%82%A61-85bn-for-education-rehabilitation-of-rescued-chibok-girls/,,"“Mr. President has continued to approve the payment of tuition, accommodation, and associated fees to AUN to safeguard the education of these young women.",insufficient_context,,,False
d6a2fd35c744c22fb7d36a15e26b572f6bd066936b2278759ae1014a3551290b,yahoo.com,2025,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://finance.yahoo.com/news/think-too-buy-nvidia-heres-155526827.html,,"Even so, that figure is a substantial increase from the previous year's $35.1 billion, demonstrating demand for Nvidia products isn't slowing down.",retrieved_context,,,False
1ec0c4b40166feadfc0f984e68a4ea712c386ff88656039ce697b93dca22dedc,tennesseedaily.com,2025,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",http://www.tennesseedaily.com/news/278553778/electric-metals-usa-limited-announces-results-of-annual-and-special-shareholder-meeting,,Mineral Resources that are not Mineral Reserves do not have demonstrated economic viability.,insufficient_context,,,False
474747d9563c3ff57781a86720bc62634ffdecbeaf19f6deb8505f5f206a43dd,wtae.com,2025,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.wtae.com/article/supreme-court-trump-tariffs-refund-case/65981915,,,insufficient_context,,,False
de1fdf329c90565b612f6983b9a1bde59fa828d88d73119e01ee88aa7f80cfbf,pressrepublican.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.pressrepublican.com/news/aarch-announces-preservation-awards/article_43ad902c-3e20-49a1-85ff-02390b5f7b31.html,,,document_unavailable,,,False
0e229966827c46ed3a1e1e86507d8344cb7d5b7ecc1bf094f948d52a3b6b867b,theatlantic.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.theatlantic.com/magazine/2026/09/al-qaeda-25-years-post-9-11/687965/,Did al-Qaeda Succeed? - The AtlanticThe Atlanticfacebookinstagramyoutubetwitterlinkedinflipboardfacebookinstagramyoutubetwitterlinkedinflipboardprivacy-options,Check out more from this issue and find your next story to read.,insufficient_context,,,False
194bde000746759edf4a787b6c7794c5153068695b5e7df3f74f308a69c1b654,arabherald.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",http://www.arabherald.com/news/279223164/international-exhibitions-add-cultural-appeal-to-china-summer-travel-season,,"Xinhua 05 Aug 2026, 14:45 GMT+10",insufficient_context,,,False
fe06652e1d34ae9808843795bc3d7cbdbb40e7684a82819e68d5a2db6d01d0e0,finanznachrichten.de,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.finanznachrichten.de/nachrichten-2026-08/69223821-lodestar-metals-corp-lodestar-metals-reports-bulk-tonnage-gold-silver-potential-at-the-gold-run-project-in-nevada-296.htm,,Note: Assay intervals presented above are hole lengths; true widths are estimated to be 85-95%.,insufficient_context,,,False
81926410025d3af57b271015c2e4f5ac56930fa637092775618555496c3f4c52,newstribune.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.newstribune.com/news/2026/aug/05/as-farmfest-opens-pork-industry-braces-for-change/,,,document_unavailable,,,False
aa3c13c04a9438f92d6274caa8d3856ad5389c7992191e79d4d261f1ee07e16f,times-news.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.times-news.com/news/photos-cruisin-main-street/article_4b27eac1-195c-442c-bc92-28808a8c9cf7.html,,,document_unavailable,,,False
cbce9e60ae983cdb56cd56de3d36219b8ef91ac5624592a950eb288696d85bb7,marxist.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://marxist.com/the-movement-against-the-vietnam-war-when-the-colossus-trembled.htm,,"The violence used by the police against the civil rights demonstrators did not defeat the movement, but made it stronger and more widespread.",retrieved_context,,,False
da6e620ba0d3f4b525dd01fc6347fa38f16a63b3dc790fd6f1009e1b3eaae756,thenewsherald.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.thenewsherald.com/2026/09/04/flock-surveillance-cameras-midterm-elections/,,,document_unavailable,,,False
da06132eebc199a31debb4dec3b1d7d8d219ead51f657ce36e67f791b357281a,bnionline.net,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.bnionline.net/en/news/thandwe-residents-flee-intense-myanmar-military-airstrikes-batter-arakan-state,,"With aerial bombardments striking residential neighborhoods, including frequent raids targeting Ngapali's Jeittaw Ward, local families have abandoned their homes in search of safety.",insufficient_context,,,False
31ac5c5e5ed0addd87b857056bf3417ae61eeb100b20f12e920d961a498d8c70,wgauradio.com,2026,PROTEST,"Collective protest, public demonstrations or organized dissent as a media topic, not protest event counts.",https://www.wgauradio.com/news/world/china-exerts-tight/N2XHJSQZLM3A7PQIPYODYFIF7I/,,,document_unavailable,,,False
047c79a632421b097cda2d2f7ba563c88af5ccf4b16a43b1e225b161e95a8fc3,farmweekly.com.au,2015,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.farmweekly.com.au/news/agriculture/agribusiness/general-news/ag-could-fill-mining-gap-twiggy/2724586.aspx,,,document_unavailable,,,False
61c7c1dd513d1d62021d93228f909aef8a2d961f3e850dca97c21ac2b45a3642,oilprice.com,2015,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://oilprice.com/Latest-Energy-News/World-News/Russian-Defiance-Could-Lead-To-A-Multipolar-World.html,,Click Here for 150+ Global Oil Prices,insufficient_context,,,False
6689bed2ac9519ec158c1c29c09e24dade086173e67bbb48993b6b206162789a,baltimorestar.com,2015,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.baltimorestar.com/index.php/sid/230687461,,,document_unavailable,,,False
9b2f368a7645a4634586efe79c430c280247dd68fcd1621be524760596decef4,bignewsnetwork.com,2015,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.bignewsnetwork.com/index.php/sid/230687461,,"The campaign group Human Rights Watch has accused both sides of using child soldiers, while the government has denied the accusation.",insufficient_context,,,False
1b60e13ed7c68022932bfda77c59528a839c5779392a5c0c28cd90b3ccd7f427,tipperarystar.ie,2015,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.tipperarystar.ie/news/local-news/the-cormack-brothers-funeral-re-enacted-1-2263554,,,document_unavailable,,,False
d4d93915441c3205430867a65f863eb808d4b3a0c7146c3bf246c73f54d5a088,irishsun.com,2015,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.irishsun.com/index.php/sid/230687461,,,document_unavailable,,,False
c09ccb25337d66a3c7ab32fe5ef4f8aef1f15aefa7f6b35c168999aba92326ba,postandcourier.com,2016,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.postandcourier.com/20160905/160909881/abroad-or-at-home-members-of-sc-congressional-delegation-stay-busy-this-summer,,,document_unavailable,,,False
fd2cbd0e4449fa4106c218c83ed290ae087dc85f4bcb6578ddd2d03f0552cf72,philippinetimes.com,2016,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.philippinetimes.com/index.php/sid/247366745,,,document_unavailable,,,False
a1965ca8bce4de67175294302f4bdb5960145e91cb6092cf0637de575baeb74b,1290wlby.com,2016,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.1290wlby.com/news/could-this-fruit-solve-an-impending-chocolate-crisis/,,,document_unavailable,,,False
0b1130f7ad0ae9a829493fa8ee618f5ba18266ca1170716068f36c46b3169e41,yorkshirepost.co.uk,2016,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://www.yorkshirepost.co.uk/news/opinion/professor-brian-cantor-harnessing-power-of-our-universities-1-8105123,,,document_unavailable,,,False
48f81f5d8b346a0f90f94f5e46cc0dd50b480a08364aa17f8f9361750c1a817d,lubbockonline.com,2016,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",http://lubbockonline.com/world/2016-09-05/nigerian-military-some-officers-selling-arms-boko-haram,,,document_unavailable,,,False
98dcd270cc12baf9fc6f795a688b8698f6c66e08ee717c343dc067db93490b4e,newsday.co.zw,2016,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.newsday.co.zw/2016/09/05/mliswa-orders-zanu-pf-stop-vote-buying/,,,document_unavailable,,,False
d9412468aefbb2d17e23172a9a3ca49cea98b19afcb6a8b42f91e21c17046754,nytimes.com,2020,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.nytimes.com/aponline/2020/09/05/world/africa/ap-un-united-nations-famine-threats.html,,,document_unavailable,,,False
edbc803ec616278c7558e78af730e80e569da4259c446e53115641ec1aa59408,reliefweb.int,2020,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://reliefweb.int/report/zimbabwe/world-bank-supports-continued-health-services-provision-cylclone-idai-affected,,,document_unavailable,,,False
bd6e88ff1b6d512f5730b9368856f353b2e555d29cc5f777226dd686ab1f19da,sfgate.com,2020,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.sfgate.com/news/article/World-s-loneliest-elephant-okayed-to-quit-zoo-15545114.php,Client Challenge,,insufficient_context,,,False
a50918464bb45b26b992778dbaf6ea878961952b1045f12e98d467b78b0192fa,qt.com.au,2020,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.qt.com.au/news/top-aussie-doctors-dash-to-save-babies-in-new-covi/4093371/,,,document_unavailable,,,False
1ca0d9908da30880e8ddfc4294de49c9457170df4ffe31ce552f7691158baca3,sandiegouniontribune.com,2020,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.sandiegouniontribune.com/news/nation-world/story/2020-09-05/worlds-loneliest-elephant-okayed-to-quit-zoo-for-new-life,,,document_unavailable,,,False
aea5635522e9f2d9acf16ec8b73ffcf61d002b111b575b1a5aac0fe5e81311cb,ballinaadvocate.com.au,2020,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.ballinaadvocate.com.au/news/top-aussie-doctors-dash-to-save-babies-in-new-covi/4093371/,,,document_unavailable,,,False
46f6c00d1367e3bd073f44a6748bdebf0ce2fa9dd68f9411fed8a6abd03872b5,allafrica.com,2023,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://allafrica.com/stories/202309050672.html,,Partnership and resources mobilisation around the food and agriculture delivery compacts to achieve food security at scale.,retrieved_context,,,False
84d8009c0fa61a71aa29ba881f56454fd1eed6fc52e7eba74e3ce547c053431b,kitco.com,2023,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.kitco.com/news/2023-09-05/Latest-market-sensitive-news-and-views-Sept-5.html,,,document_unavailable,,,False
8211f8d16be8d7eabddd806e639073a8af280b83a620d70bb5fa094b1a2d9433,rabble.ca,2023,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://rabble.ca/political-action/why-is-mpp-sylvia-jones-hiding-from-dufferin-caledon-constituents/,,,document_unavailable,,,False
9dabe88f50f13946b4300f59fdf7e38a77f14607faf2ea0e327be8da96bd3a95,abc13.com,2023,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://abc13.com/millions-of-dollars-pledged-as-africas-landmark-climate-summit-ent/13738625/,,S. intends to provide an additional $30 million in food security and climate resilience efforts across the continent.,insufficient_context,,,False
eb1ebf5f941b79628ac2d4238285747436e9d2f612f92e5bba43c89c9187815d,saudigazette.com.sa,2023,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://saudigazette.com.sa/article/635545/World/Asia/Afghanistan-WFP-forced-to-cut-food-aid-for-2-million-more,,"In March, the UN food agency had to reduce rations from 75 to 50 percent for communities experiencing emergency levels of hunger.",retrieved_context,,,False
d2f2429cee105b038986907bf31559586cc4566054cb47243d461c62a86e6f1a,people.com,2023,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://people.com/loneliest-lion-rescued-closed-zoo-moved-south-africa-sanctuary-7965449,,,document_unavailable,,,False
5235c5fb13f9eb1a18d1b3c65a597416893512972ee99b1b011fb6a08604b7d2,wsvn.com,2025,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://wsvn.com/news/local/broward/humana-foundation-and-feeding-south-florida-team-up-to-help-feed-struggling-families-in-south-florida/,,,document_unavailable,,,False
52beabf9e44844f154b94b379536c409e258c65970f90f96d461f3eb5d5db168,thebusinessjournal.com,2025,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://thebusinessjournal.com/the-latest-doj-investigates-mortgage-fraud-claims-against-federal-reserve-governor-ap-source-says/,,,document_unavailable,,,False
9443d204438f5a3213b4c7b39aec856ba8ae66e5a2d383b5e89817bb4a6b1cc5,visayandailystar.com,2025,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://visayandailystar.com/gmo-ordinance-to-harmonize-with-national-policy-capitol/,,• GILBERT P. BAYORAN,insufficient_context,,,False
f31c1dbff865c47537ab55a4e0b1337ed1b9e437f55ed691767e871660b539cf,dailyexcelsior.com,2025,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.dailyexcelsior.com/five-things-everyone-should-know-about-weight-loss/,,"This biological response made perfect sense in our hunter-gatherer past, marked by alternating periods of abundance and famine.",retrieved_context,,,False
bd15553ad11249ff596865b3989d098c94ada012f3e1d97e68f7dfc2883d246a,wctv.tv,2025,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.wctv.tv/2025/09/04/give-them-access-new-grocery-store-griffin-heights-aims-develop-local-economy/,,"TALLAHASSEE, Fla. (WCTV) - A grocery store is one step closer for the people living in the Griffin Heights Neighborhood.",insufficient_context,,,False
a788149d055b5e249b988a352aece041a8a378d686f2d3422cc8173c79778a2e,newsghana.com.gh,2025,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.newsghana.com.gh/ghana-onion-farmers-push-for-import-restrictions-amid-market-struggles/,,,document_unavailable,,,False
d4facc7536d0904dae31b96da58d3aafe83cc7277de6d082519d89db9a492f95,bworldonline.com,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://bworldonline.com/economy/2026/08/05/768390/philguarantee-covered-agri-loans-up-43-in-first-half/,,,document_unavailable,,,False
544d11e2fe2d02e978eb4f6c4e4910a4ca5acd309033e115b587195de2e5b7a1,prospect.org,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://prospect.org/2026/08/05/latin-america-hondurasgate-trump-bringing-back-imperialism/,,"A relentless embargo of Cuba has the island on the brink of economic collapse, if not starvation.",retrieved_context,,,False
35754b2652d28b45330611710c88b9112668eca35b7f5aac581f6ca4020de303,hindustantimes.com,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.hindustantimes.com/ht-insight/international-affairs/strategic-imperatives-for-india-amid-pakistans-domestic-turmoil-101785929830615.html,,(The views expressed are personal),insufficient_context,,,False
59c9df3a2eadb41ed8052c7036c763e8fd9d462f6ba8bc2767ac260ad23f8b4d,wyomingnews.com,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.wyomingnews.com/laramieboomerang/laramieboomerang/news/fremont-county-orchardist-sees-an-empty-harvest/article_a03ed221-c822-4beb-8640-813cc891be34.html,,,document_unavailable,,,False
374a5d91e1d48f34c1c096ce025537660995161964315da7473ebfd68cf8d2ca,latimes.com,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.latimes.com/entertainment-arts/business/story/2026-08-05/disneyland-magic-united-parental-leave-contract-negotiations,,The Happiest Place on Earth is going to cost you more if you show up hungry.,retrieved_context,,,False
41b9e1bec9ffb39b62800d4e37d7e0e99aabc08844d46db718de9b4584993d36,theglobeandmail.com,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.theglobeandmail.com/business/article-bc-manitoba-regional-food-terminals-trade-war-grocery-prices/,,"C. and Manitoba proposals are largely in response to Ottawa’s National Food Security Strategy, launched in June.",retrieved_context,,,False
e57372329cda46d28c0a73c0c736fe3ee4b972637c1fe25a4dbe705331b60948,havanatimes.org,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://havanatimes.org/news/international-news-briefs-for-friday-september-4-2026/,,"HAVANA TIMES – We bring you some of the top international news stories compiled by Democracy Now on Friday, September 4, 2026.",insufficient_context,,,False
dc1e9443af210b2ca0ddcf94dc1af95068243c602cf873054b5de20863c5fea9,unionleader.com,2026,FOOD_SECURITY,"Reliable access to adequate food, insecurity of that access, and substantive food-security policy, supply or humanitarian conditions; not hunger severity.",https://www.unionleader.com/opinion/columnists/david-harsanyi-the-gaza-genocide-is-a-hoax/article_dacd2630-6a97-4db7-ad38-d83a60bdf75d.html,,The usual experts were summoned to discuss this unfolding famine on cable news.,retrieved_context,,,False
