case_id,token,year,source,original_url,recovered_url,identity_status,title,excerpt,evidence_sha256,human_label,reviewer_id,evidence_sufficiency,evidence_sufficiency_version,provenance,review_protocol_version,review_protocol_sha256
c519f63826ef0e72cb7db199a7d86d56c39f7ce05fbd513db3fbf0e62238f78c,PROTEST,2016,in.com,http://www.in.com/news/current-affairs/g20-summit-pm-modi-meets-british-pm-theresa-may-65923931-in-1.html,https://www.news18.com/entertainment/?utm_source=indotcom&utm_medium=Referral&utm_campaign=indotcom_domain_redirect,identity_unresolved,,,4c0e9bacb0f385c2e1c6a26797983c63595da7516d881784147dda719e7f3b00,,,E0,1.0.0,"{""attempt_sha256"": ""24d0be061989dc74f61d07cae14cf77ff90e5a90c1621f85e918f21799e0af3f"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
638434487ee4f995e817de3152937ca38f7ae6f5922cb50d377175f75301e83d,PROTEST,2016,southwalesargus.co.uk,http://www.southwalesargus.co.uk/news/national/14722953.Stunning_images_win_British_Wildlife_Photography_Awards/,http://www.southwalesargus.co.uk/news/national/14722953.Stunning_images_win_British_Wildlife_Photography_Awards/,identity_unresolved,,,e4c6a74e748e3998bd595046922ca6dd9e030f4127d49c7d7f7124a052b3a1e9,,,E0,1.0.0,"{""attempt_sha256"": ""5f9f5d41a966786a1398b7723e1360c4d51145bb1ed0688dfd22bdff1c1a5a5e"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
a09f8e635c68d00d02c82f6030a069a7d664ccd5b370c11121e88b19e430ca65,PROTEST,2020,msn.com,https://www.msn.com/en-gb/news/world/hundreds-of-thai-students-rally-to-demand-school-reform/ar-BB18JwVt,https://www.msn.cn/zh-cn,identity_mismatch,MSN,,ee263a7d3086ef37d16afb456db4291268401d5ee809782aac18c243cbaea991,,,E0,1.0.0,"{""attempt_sha256"": ""a1d9c4668f81f96a6c4d9f185609dcd34869ed614064048736e0e5bddd4cd475"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
ade26e55394878b569bcf53d4e088acb64b5307d865ecf0f6e27bea7c61ab156,PROTEST,2020,suntimes.com,https://chicago.suntimes.com/2020/1/22/21063016/mike-fricilone-congress-house-rep-3rd-district-republican-nominee-candidate-2020-general-election,https://chicago.suntimes.com/2020/1/22/21063016/mike-fricilone-congress-house-rep-3rd-district-republican-nominee-candidate-2020-general-election,identity_unresolved,,,831490ff519c9f1c66435fd0df6eb9f8c82c4117713ec93275d9c2ea65ceee44,,,E0,1.0.0,"{""attempt_sha256"": ""0c80c89ad8a262652b11d82d553310deda5ba399a7ebf9f5f40a639b73610c7e"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
f5a93936a907ebda45a88161b801f443f3978de1ee5538c7e9e8b0c291e2ae04,PROTEST,2020,modernghana.com,https://www.modernghana.com/news/1027572/fears-for-congolese-nobel-laureate-mukwege-amid.html,,identity_unresolved,,,5060098ddfd78ad32a694e6915fd10b16f71a1d14cbf27da67a3e12124f7b561,,,E0,1.0.0,"{""attempt_sha256"": ""ad36b0462353bb14d6eef7ea8b67e08fdcfdba1dbca31260bbf587b5088a90cf"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
beb9b1e5be0ddf28d6c2b6108c3561d0ea56645766dd9ec23dc0ae2ef47f6c11,PROTEST,2020,wdiy.org,https://www.wdiy.org/post/review-federal-charges-portland-unrest-show-most-are-misdemeanors,,identity_unresolved,,,d250e1da4379849a482cebc44bb125856569b5e37a626385802f308fcd3894b9,,,E0,1.0.0,"{""attempt_sha256"": ""19b13b6c20618e78ebcaeaa1c6f52d938f6facb82a50b60a3e308837c1dbc182"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
ac3ecce35a0ccd9483e1907bb0a262ba8fe51099f0bf3c367949a429da1112fe,PROTEST,2020,pantagraph.com,https://www.pantagraph.com/news/national/asia-today-australian-police-make-arrests-at-rallies/article_0fc51b27-eddc-5c3c-9414-f0f3008e9fc7.html,https://www.pantagraph.com/news/national/asia-today-australian-police-make-arrests-at-rallies/article_0fc51b27-eddc-5c3c-9414-f0f3008e9fc7.html,identity_unresolved,,,3b0f9c72692c93c09ab9bce03868c848ab8542ccf59e8bd5ed6627b6895f5dee,,,E0,1.0.0,"{""attempt_sha256"": ""7d9e981ef0c4c6ec089b8e8dc12f5688d519fbbc0492fdbe455a1e72d469522f"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
fdf4e8e8fd4387f8734c40cffd6936c0ee5fb1897b6fe378d8225ba0880c4eaa,PROTEST,2020,bizpacreview.com,https://www.bizpacreview.com/2020/09/05/troopers-rip-belligerent-blm-protester-from-vehicle-arrests-defiant-road-blockers-near-seattle-968299,https://www.bizpacreview.com/2020/09/05/troopers-rip-belligerent-blm-protester-from-vehicle-arrests-defiant-road-blockers-near-seattle-968299/,identity_probable_manual_review_required,,,e08d702b4457c7d087372c465a743a790314c484c9c94ade8734702d7cc78631,,,E0,1.0.0,"{""attempt_sha256"": ""a9e3cbcd168df545fc3cff5ba205962ec18318d502ee3aa8785dc881f97690ee"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
17a5865cdaaf04c4d071597771621f625599313f9f23a064fe26670a7d1d5724,PROTEST,2023,classicrock1051.com,https://classicrock1051.com/slayer-all-118-songs-ranked-from-worst-to-best/,,identity_unresolved,,,8a851509d7a67d5fbb4149b46f9822c568e6527519fbc217fbf4152e252900d6,,,E0,1.0.0,"{""attempt_sha256"": ""2b95ae545524af72cf28701f84da78a4330b118191744839c5de9f1314237523"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
d1b78af3b8889995fe7b108f05a8f8fc7011421a3ff2dd0fe0fa49c4fd78c6bd,PROTEST,2023,marketscreener.com,https://www.marketscreener.com/quote/stock/URANIUM-ROYALTY-CORP-84821146/news/Uranium-Royalty-Management-Information-Circular-Form-6-K-44774908/,https://www.marketscreener.com/quote/stock/URANIUM-ROYALTY-CORP-84821146/news/Uranium-Royalty-Management-Information-Circular-Form-6-K-44774908/,identity_unresolved,,,19b9117df76c0475f63c7644a058b55c96a12eed42b926046a528e4ec339f3bd,,,E0,1.0.0,"{""attempt_sha256"": ""e911a111362972a6a167934f3e8c75e754c76dbf6850f8a0ab5eaad9e710c3fb"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
bffce306de9a2206c4f0edb8f9ed4de87e5df9f354c956c5e5bb2fe76e9e7631,PROTEST,2023,menafn.com,https://menafn.com/1107010760/Cronos-Labs-Launches-100M-Web3-Startup-Accelerator,https://menafn.com/1107010760/Cronos-Labs-Launches-100M-Web3-Startup-Accelerator,identity_unresolved,,,e4187b4d6fb811579064848166e77e019f10415f83eff161a28abd2f55295525,,,E0,1.0.0,"{""attempt_sha256"": ""cc1de74cd6693923def1270fa69f237f34ac512d98a32c40c975b36a81d0e734"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
71c9cfa69671c466c669db1b6ea821cb995c14eee57265b44ca297b815515b98,PROTEST,2023,india.com,https://zeenews.india.com:443/india/section-144-imposed-in-noida-puja-namaz-banned-at-public-places-2658445.html,,identity_unresolved,,,b0f483655bc1f21fcdcfec4f749bd135c9e7995f00cde85077dd16728c46e868,,,E0,1.0.0,"{""attempt_sha256"": ""359e5e5f5ac04eb0cc6ea751aeb667fdfe7fd45a848ff4bfb4079469d5f9cf38"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
cc98f37af75fe7fc1175388f5939a770fc7938d3f9169e585ee1f4761f0859ce,PROTEST,2023,theoaklandpress.com,https://www.theoaklandpress.com/2023/09/05/uaws-clash-with-big-3-automakers-shows-off-a-more-confrontational-union-as-strike-deadline-looms/,,identity_unresolved,,,7affb1454e3106dbd1b4c97e57d8d037e8ebc4935ce6211a00ff5a977943b85d,,,E0,1.0.0,"{""attempt_sha256"": ""41ad150baf05726ac8bafd4379a7ec66ea769be1889332b230120ac4356488ea"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
5108cfc82f28b504394f4992cd9f6e3568a313579e57df3e2725245f6559911d,PROTEST,2023,edmontonsun.com,https://edmontonsun.com/entertainment/movies/hollywood-strike-stings-warner-bros-profit-outlook-for-year-trimmed-by-500-million,https://edmontonsun.com/entertainment/movies/hollywood-strike-stings-warner-bros-profit-outlook-for-year-trimmed-by-500-million/wcm/2fb292d9-15c9-4e4a-9d90-c51484e4112b,identity_unresolved,,,be3f2092c895fb155abf452dccaea9da1ee8ae004e6c0f2b920442cbb85338ad,,,E0,1.0.0,"{""attempt_sha256"": ""915760a52e017822bcf82c5df0c0557bddb3c8645101f524ec147370c7c37ab8"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
620f235ee73d370e9f542cf648cea46990651a236dc64ea224855ab7fed1ba0b,PROTEST,2025,mycowichanvalleynow.com,https://www.mycowichanvalleynow.com/uncategorized/,https://www.mycowichanvalleynow.com/uncategorized/,identity_unresolved,,,673d698ffc58922b37bb153107fe3e3038dc7e080f65c61f240c56e09b864034,,,E0,1.0.0,"{""attempt_sha256"": ""8feffd9cba540b2f3031d9f8cfcc52b75a2d9da78b3d7d2e472d7cb7a6466244"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
c9951a4104d39371a0f2f949d29a1197301a4ceff2de21d5614e2d87509ac60e,PROTEST,2025,island.lk,https://island.lk/left-right-or-forward/,,identity_unresolved,,,9b21835102f229fab3f38595516bafe8f5a2dac4e75b3fb9e177c5e6726ed88b,,,E0,1.0.0,"{""attempt_sha256"": ""8fd767a8a5d1752ae55ef4462a24fd5898b4d774181f959a9f74fcbccac59352"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
e6a28be6a9faf1c3fd76e41313504842e221e5b21a476f2c617fbfd5aecee8db,PROTEST,2025,channelstv.com,https://www.channelstv.com/2025/09/04/tinubu-approves-%E2%82%A61-85bn-for-education-rehabilitation-of-rescued-chibok-girls/,https://www.channelstv.com/2025/09/04/tinubu-approves-%E2%82%A61-85bn-for-education-rehabilitation-of-rescued-chibok-girls/,identity_mismatch,,,4ff527b6559cb5b50dd2472622736a91cbb8d36aad9a760a1124367a750f0f0e,,,E0,1.0.0,"{""attempt_sha256"": ""53619197da9e1b1015bcc6781645d436b80a4add9a536c26d656ea9b8bc1d43c"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
d6a2fd35c744c22fb7d36a15e26b572f6bd066936b2278759ae1014a3551290b,PROTEST,2025,yahoo.com,https://finance.yahoo.com/news/think-too-buy-nvidia-heres-155526827.html,https://finance.yahoo.com/news/think-too-buy-nvidia-heres-155526827.html,identity_unresolved,,,366de23ff3db8c6db87967852a1b7f6cb9dfa65311d5114dc5eef409ab31b9c6,,,E0,1.0.0,"{""attempt_sha256"": ""5de9010b2d040fea4d571565fc9fe54bddf01ff2f313ebcc104ba3f5be98325a"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
1ec0c4b40166feadfc0f984e68a4ea712c386ff88656039ce697b93dca22dedc,PROTEST,2025,tennesseedaily.com,http://www.tennesseedaily.com/news/278553778/electric-metals-usa-limited-announces-results-of-annual-and-special-shareholder-meeting,http://www.tennesseedaily.com/news/278553779/electric-metals-usa-limited-announces-results-of-annual-and-special-shareholder-meeting,identity_mismatch,,,88ef940db89deffd9c0c80412321c334b9fa2e87cc996437b7391ad528ef65b7,,,E0,1.0.0,"{""attempt_sha256"": ""289a09ffc5e10a5de06930dd63bbe913904cc9ef8062821d1c5f41460c07b67b"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
474747d9563c3ff57781a86720bc62634ffdecbeaf19f6deb8505f5f206a43dd,PROTEST,2025,wtae.com,https://www.wtae.com/article/supreme-court-trump-tariffs-refund-case/65981915,https://www.wtae.com/article/supreme-court-trump-tariffs-refund-case/65981915,identity_unresolved,,,c46e44d5f973ea584dcc0fe3faa2aa06361580ee14b86797b413516b17cb23ab,,,E0,1.0.0,"{""attempt_sha256"": ""263902e54eea4ad3e53c3d4b340e5dad4c45f7d2c3412a93e35ac6eafe93397d"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
de1fdf329c90565b612f6983b9a1bde59fa828d88d73119e01ee88aa7f80cfbf,PROTEST,2026,pressrepublican.com,https://www.pressrepublican.com/news/aarch-announces-preservation-awards/article_43ad902c-3e20-49a1-85ff-02390b5f7b31.html,https://www.pressrepublican.com/news/aarch-announces-preservation-awards/article_43ad902c-3e20-49a1-85ff-02390b5f7b31.html,identity_unresolved,,,9c546cf0fe24fc3f248fd5ea4ae9ffba81d4185b24919ee9064afa3311dde6fb,,,E0,1.0.0,"{""attempt_sha256"": ""b0c40cafe2574dd283de73ab820c079b19998c374dde7784061d7326ceac17b0"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
0e229966827c46ed3a1e1e86507d8344cb7d5b7ecc1bf094f948d52a3b6b867b,PROTEST,2026,theatlantic.com,https://www.theatlantic.com/magazine/2026/09/al-qaeda-25-years-post-9-11/687965/,,identity_unresolved,,,99c27b90c443526751d08eb15b53a39986cc72a6773b489967a6ddaede23a6e0,,,E0,1.0.0,"{""attempt_sha256"": ""fba6e85cfb7f376d26690a03c58a7a2d1511e5e8fc7f567f27d8564947115d3c"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
194bde000746759edf4a787b6c7794c5153068695b5e7df3f74f308a69c1b654,PROTEST,2026,arabherald.com,http://www.arabherald.com/news/279223164/international-exhibitions-add-cultural-appeal-to-china-summer-travel-season,http://www.arabherald.com/news/279223164/international-exhibitions-add-cultural-appeal-to-china-summer-travel-season,identity_probable_manual_review_required,,,62d3427e0aac1a61d78fcde56b08f551f4c4be6e12eaf6b16e4f2b66e8d178f8,,,E0,1.0.0,"{""attempt_sha256"": ""fbc893dca4b1ebcaca0219a4906de5abf2ed6c8fae1dee5a8bf5f6a75ce8d7a1"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
fe06652e1d34ae9808843795bc3d7cbdbb40e7684a82819e68d5a2db6d01d0e0,PROTEST,2026,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2026-08/69223821-lodestar-metals-corp-lodestar-metals-reports-bulk-tonnage-gold-silver-potential-at-the-gold-run-project-in-nevada-296.htm,https://www.finanznachrichten.de/nachrichten-2026-08/69223821-lodestar-metals-corp-lodestar-metals-reports-bulk-tonnage-gold-silver-potential-at-the-gold-run-project-in-nevada-296.htm,identity_probable_manual_review_required,,,347836435ba7548ca9720733b73e5a5493b172f218e7c5cd287254282fa40c15,,,E0,1.0.0,"{""attempt_sha256"": ""8c01b4ca9ded748796fc2e56d46c64c6de3c65a2aedcce38f0d930af0f01065d"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
81926410025d3af57b271015c2e4f5ac56930fa637092775618555496c3f4c52,PROTEST,2026,newstribune.com,https://www.newstribune.com/news/2026/aug/05/as-farmfest-opens-pork-industry-braces-for-change/,,identity_unresolved,,,fc4df1228f74e37b4431db4c3a9ff1733b62f9d8d78f3c10da495d7db1ee7331,,,E0,1.0.0,"{""attempt_sha256"": ""26155e178763eb4a25b47912aceca78545d3190708437d190036589284fb2aed"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
aa3c13c04a9438f92d6274caa8d3856ad5389c7992191e79d4d261f1ee07e16f,PROTEST,2026,times-news.com,https://www.times-news.com/news/photos-cruisin-main-street/article_4b27eac1-195c-442c-bc92-28808a8c9cf7.html,https://www.times-news.com/news/photos-cruisin-main-street/article_4b27eac1-195c-442c-bc92-28808a8c9cf7.html,identity_unresolved,,,f2e398fbb72476a1c1eddd2ead1b1b1b1c1329cb546e95774bc9d4096c4b7060,,,E0,1.0.0,"{""attempt_sha256"": ""24621bf081232910599027e425ff9debd8d4d74bdf0e1852bd6cd080713a36b5"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
cbce9e60ae983cdb56cd56de3d36219b8ef91ac5624592a950eb288696d85bb7,PROTEST,2026,marxist.com,https://marxist.com/the-movement-against-the-vietnam-war-when-the-colossus-trembled.htm,,identity_unresolved,,,a66a386ec41d6cd3611f9e913aefa3415038a9e02685b310c6aa1b66d6db7bdb,,,E0,1.0.0,"{""attempt_sha256"": ""20a294445b4506f01ca91efdfdecf9de5d565c9e03e51a28a17538f802b14d13"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
da6e620ba0d3f4b525dd01fc6347fa38f16a63b3dc790fd6f1009e1b3eaae756,PROTEST,2026,thenewsherald.com,https://www.thenewsherald.com/2026/09/04/flock-surveillance-cameras-midterm-elections/,,identity_unresolved,,,6d616d94052d598df879d45a55d4de4997b18ba2b722f7435597263f3f14c6b5,,,E0,1.0.0,"{""attempt_sha256"": ""11b62f7f85e936000e5ff243ac5d172ca3e9faaa1deeb58d7c4cda8e877e3cf9"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
da06132eebc199a31debb4dec3b1d7d8d219ead51f657ce36e67f791b357281a,PROTEST,2026,bnionline.net,https://www.bnionline.net/en/news/thandwe-residents-flee-intense-myanmar-military-airstrikes-batter-arakan-state,https://www.bnionline.net/en/news/thandwe-residents-flee-intense-myanmar-military-airstrikes-batter-arakan-state,identity_probable_manual_review_required,,,420d539f22375dcd3d7cbff29074e1fb27e10cefb54811283ac84deae8e1e7e3,,,E0,1.0.0,"{""attempt_sha256"": ""f1d1a29c97329d4c720cf48207be7841d3915626b906ad4e71b0ec0651c9b598"", ""baseline"": ""f7073ab51e4eb0195fa740a38e96c2a945453602""}",1.0.1,248d3ba99e329f1701ca54693b7d593c2182fc4f06515f659bfc83ee2e163e8d
